"gene","module"
"CD55","red"
"PDE3A","turquoise"
"PGAP1","grey"
"CAP1","blue"
"KANK1","turquoise"
"BACE2","blue"
"FAM136A","grey"
"LOC147804","blue"
"RPL23AP82","grey"
"MKI67","blue"
"ACSM5","black"
"LY75","blue"
"L3MBTL3","blue"
"BLVRB","grey"
"C8orf84","grey60"
"IMPACT","brown"
"SHPK","turquoise"
"TBC1D8","grey"
"C18orf23","turquoise"
"QDPR","turquoise"
"TRGV3","blue"
"CCDC18","grey"
"VEGFA","turquoise"
"BAG3","purple"
"SLC25A26","turquoise"
"PRO2012","brown"
"RAPH1","blue"
"PRRG4","salmon"
"PTGFR","yellow"
"HOXA2","grey"
"VAV2","blue"
"RASA3","grey60"
"FLJ38894","grey"
"RBM7","grey"
"C8orf46","grey"
"LOC146880","grey"
"SIRPA","blue"
"UBE2D1","turquoise"
"SNORD75","blue"
"SNORD102","blue"
"GIMAP6","grey"
"NFE2L3","blue"
"SNRPC","turquoise"
"SYAP1","red"
"B4GALNT3","turquoise"
"TMEM141","grey"
"CARD16","tan"
"HIBCH","turquoise"
"MIR503","grey"
"LOC100506571","grey"
"PLCB2","blue"
"AQP10","brown"
"FUNDC1","turquoise"
"AMOTL1","purple"
"ANKAR","brown"
"FAM38B","greenyellow"
"FLJ13744","grey"
"TACC2","turquoise"
"ACY1","grey"
"GM2A","grey"
"DBR1","grey"
"TUBA1A","greenyellow"
"CST4","grey"
"MFSD9","grey"
"CITED2","grey"
"ARNT2","grey"
"FAM95B1","grey"
"LOC100129112","grey"
"EVI5","purple"
"PSMD5","blue"
"GALK1","green"
"ATP6V1F","red"
"PDK2","magenta"
"FAM129B","blue"
"TTC1","turquoise"
"MIR326","grey"
"VASH1","blue"
"FIGNL2","grey"
"TPST1","grey60"
"FLJ35409","grey"
"KLF16","red"
"ZNF417","brown"
"SOCS1","red"
"C18orf54","yellow"
"OR2K2","grey"
"ABI3","blue"
"RASL12","green"
"ARHGAP6","grey60"
"ADAMTSL2","greenyellow"
"SPHK1","red"
"PCDHB11","yellow"
"PAGE2B","grey"
"MAGED1","brown"
"CEBPA","black"
"CENPC1","brown"
"CCBP2","greenyellow"
"BTN2A3","grey"
"MXD1","lightcyan"
"CENPO","grey"
"C6orf136","magenta"
"HKR1","turquoise"
"GSTM2P1","grey"
"RNF181","pink"
"PDSS2","turquoise"
"TUBD1","turquoise"
"IL17RB","green"
"KRTAP9-1","grey"
"CLN8","grey"
"LOC100132346","red"
"C20orf96","brown"
"LOC100131510","grey"
"PTPLAD1","blue"
"DBN1","blue"
"PP13004","grey"
