"gene","module"
"RMP64","brown"
"YKT6","brown"
"AURKAIP1","green"
"BCR","midnightblue"
"EIF4E","turquoise"
"CNBD1","grey"
"RNF167","grey"
"NFU1","turquoise"
"PHLDA2","red"
"VASH1","red"
"ATOX1","grey"
"PPP1R16B","red"
"YTHDC2","brown"
"MTFMT","turquoise"
"AP4M1","grey"
"KIAA1143","black"
"PGAP6","green"
"C8orf34","grey"
"KCND3","midnightblue"
"YIPF4","black"
"IL13RA1","blue"
"RABGGTA","green"
"EEF1B2","grey"
"ARPC2","turquoise"
"SPAG9","green"
"UFSP2","brown"
"H2BC6","grey"
"EVA1C","blue"
"OCIAD1","black"
"RDH14","grey"
"FN3KRP","blue"
"PLA2G12A","black"
"BORCS6","red"
"DNAJC8","red"
"TFPI2","grey"
"LZTS3","grey"
"DNAJC30","yellow"
"ALDH8A1","grey"
"ZMYND19","grey"
"GSKIP","turquoise"
"NTF4","green"
"ERP27","grey"
"CABP2","midnightblue"
"SMIM8","turquoise"
"SH3BP1","tan"
"DGKZ","turquoise"
"SHOC2","turquoise"
"OFD1","black"
"MED22","red"
"SEPTIN9","green"
"ARMCX5","turquoise"
"NR4A2","yellow"
"FBXO9","brown"
"GFPT2","pink"
"HPGDS","pink"
"ZW10","turquoise"
"HEBP1","grey"
"PITPNC1","greenyellow"
"PSMD3","green"
"RANBP2","blue"
"LMNA","red"
"CST6","yellow"
"BCLAF1","purple"
"COX4I1","turquoise"
"GPR37","salmon"
"CDC5L","turquoise"
"UPF1","grey"
"RAD1","green"
"HDAC3","brown"
"NFATC2IP","grey"
"BAG6","grey"
"CYP46A1","grey"
"KLHL22","lightcyan"
"ATRX","brown"
"KARS1","grey"
"PSMB5","green"
"COMP","grey"
